retrieved_context,question,reference,response,faithfullness,answer_relevance,answer_correctness
"[Chunk 1]
الأشخاص: برهان الدين رباني، مجددي
المنظمات: افغانستان، الاتحاد الاسلامي لم، والحركة الاسلامية، وحزب الوحدة الشيعي
التواريخ: 24 ابريل 1992
النص: في 24 أبريل 1992 ، تم توقيع اتفاق عرف باسم اتفاق بيشاور من قبل أحزاب الاتحاد الإسلامي لمجاهدي أفغانستان السبعة وحزب الوحدة الشيعي والحركة الإسلامية محسني ، فتم الاتفاق على تشكيل حكومة مؤقتة لمدة شهرين وعلى رأسها صبغة الله مجددي ، ثم يتبعه ولمدة أربعة أشهر برهان الدين رباني

[Chunk 2]
الأشخاص: حكمت
المنظمات: اكستان، الحزب الاسلامي، كابل
النص: ولكن الحزب الإسلامي بقيادة حكمتيار والذي كان مواليا لباكستان رفض الاتفاقية بالرغم من أنه من الموقعين عليها فهاجم كابل وانهارت الاتفاقية ، وبقي رباني في رئاسة الدولة

[Chunk 3]
الأشخاص: عبد الفتاح سعيد حسين خليل السيسي، محمد مرسي
المنظمات: للقوات المسلحة المصرية، ورية مصر العربية
التواريخ: 19 نوفمبر 1954، 2014، 25 يناير، 3 يوليو 2013
النص: عبد الفتاح سعيد حسين خليل السيسي ( 19 نوفمبر 1954 ) ، هو الرئيس السادس والحالي لجمهورية مصر العربية ، والقائد الأعلى للقوات المسلحة المصرية ، تم انتخابه سنة 2014 لمدة 4 سنوات بعد نجاحه في الانتخابات الرئاسية 2014 ، ذلك بعد إطاحته بالرئيس محمد مرسي في 3 يوليو 2013 ( أول رئيس مدني منتخب بعد ثورة 25 يناير ) بعد سنة من توليه مقاليد الحكم عقب مظاهرات طالبت برحيله ، وأعلن عن إجراءات صاحبت ذلك عرفت بخارطة الطريق ، عارضها مؤيدو الرئيس محمد مرسي وقتها واعتبروها - ومعهم جزء من المجتمع الدولي والعربي - انقلابا عسكريا بينما أيدها المتظاهرون والمعارضون للرئيس محمد مرسي وقتها واعتبروها ثورة وتأييدا لمطالب شعبية .",من ترأس الدولة بعدما انهارت اتفاقية بيشاور ؟,رباني,برهان الدين رباني.,0.5,0.91,0.92
"[Chunk 1]
الأشخاص: اسامة واحمد واوس، سعاد، عبد الكريم، فواد الشطي، نجاة، وابت
المنظمات: اذاعة الكويت، اذاعة وتلفز، وزارة التعليم، يون قطر
الأماكن: العراق
النص: كان والدها يعمل في وزارة التعليم في العراق وتوفي وهي في سن العاشرة وهي تنتمي لأسرة فنية ، حيث إن شقيقتها سعاد ممثلة ومذيعة أخبار في إذاعة الكويت ، وشقيقتها نجاة كاتبة ومخرجة ، وابتسام عملت أيضا في التمثيل والإخراج كمساعدة مخرج ، وسحر ممثلة ومذيعة في إذاعة وتلفزيون قطر ، وشقيقها عبد الكريم كان كاتب مسرحي ولها شقيق آخر يدعى « علي » ، كما إن زوج شقيقتها سعاد هو المسرحي فؤاد الشطي وأبنائهم يعملون أيضا بالمجال الفني وهم أسامة وأحمد وأوس

[Chunk 2]
الأشخاص: امل عبد الله، سلوى سلمان، طلال، عالية، فواز
النص: انجبت منه ثلاثة أبناء هم ، طلال ويعمل كمهندس طيران ، فواز ويعمل كمهندس ، عالية والتي تعمل بمجال الإستثمار ، وهي شقيقة الإعلامية أمل عبد الله ، وشقيقتها من والدتها هي الماكيرة سلوى سلمان التي تعاونت معها في عدة أعمال

[Chunk 3]
الأشخاص: سعاد عبد الله
الأماكن: الخليج
التواريخ: 2 سبتمبر 1950
النص: سعاد عبد الله ( 2 سبتمبر 1950 -) ، ممثلة كويتية ، وتعد من أبرز الفنانات في الخليج ، برزت في الأعمال الكوميدية التلفزيونية والمسرحية",ما اسم زوج سعاد عبد الله ؟,فيصل الضاحي,فؤاد الشطي.,0.8,0.91,0.3
"[Chunk 1]
الأشخاص: سليم الاول، سليمان شاه
المنظمات: الدولة العثمانية
الأماكن: سوريا
التواريخ: عام 1516 م
النص: بعد أن دخلت سوريا في ظل الدولة العثمانية في عهد السلطان "" سليم الأول "" عام 1516 م اهتم السلطان سليم بضريح "" سليمان شاه "" وأقام مزارا لائقا بجد العثمانيين أطلق عليه الزائرون "" المزار التركي ""

[Chunk 2]
المنظمات: الدولة
الأماكن: البيل، بر امون، بيت امون، معبد امون
النص: بينما عرف المعبد في البداية باسم """" بر امون """" أي معبد آمون أو بيت آمون ، وخلال عصر الدولة الوسطى أطلق عليه اسم "" إبت سوت "" والذي يعني الأكثر اختيارا من الأماكن ( ترجمت احيانا بالبقعة المختارة ) وقد عثر على هذا الاسم على جدران مقصورة سنوسرت الأول في البيلون الثالث كذلك عرف المعبد بالعديد من الأسماء منها "" نيسوت - توا "" أي عرش الدولتين و "" إبيت إيسيت "" أي المقر الأروع

[Chunk 3]
المنظمات: كنيسة الروم الارثوذكس، للكن، يسة الارثوذكسية الروسية
الأماكن: الطور، القدس، جنوب سيناء، حة فيران
النص: ويقال عنه أنه أقدم دير في العالم ، يعد مزارا سياحيا كبيرا ، حيث تقصده أفواج سياحية من جميع بقاع العالم ، وهو معتزل ، يديره رئيس الدير وهو أسقف سيناء ، والذي لا يخضع لسلطة أية بطريرك أو مجمع مقدس ولكن تربطه علاقات وطيدة مع بطريرك القدس لذلك فإن اسم بطريرك القدس يذكر في القداسات ، على الرغم من أن الوصاية على الدير كانت لفترات طويلة للكنيسة الأرثوذكسية الروسية ، ورهبان وكهنة الدير من اليونانيين وليسوا عربا أو مصريين ، شأنهم شأن أساقفة كنيسة الروم الأرثوذكس في القدس التي يسيطر عليها اليونانيين من عهود طويلة وأسقف سيناء يدير إلى جانب الدير الكنائس والمزارات المقدسة الموجودة في جنوب سيناء في منطقة الطور وواحة فيران وطرفة",ماذا أطلق الزائرون على المزار الذي أقيم لجد العثمانيين ؟,""" المزار التركي ""","أطلق الزائرون على المزار الذي أقيم لجد العثمانيين ""المزار التركي"".",0.8,0.92,0.92
"[Chunk 1]
الأشخاص: عثمان الاول بن ارطغرل
المنظمات: الخلافة العثمانية
التواريخ: 27 يوليو 1299 م، 29 اكتوبر 1923
النص: ) أو الخلافة العثمانية ، هي إمبراطورية إسلامية أسسها عثمان الأول بن أرطغرل ، واستمرت قائمة لما يقرب من 600 سنة ، وبالتحديد من 27 يوليو 1299 م حتى 29 أكتوبر 1923 م

[Chunk 2]
الأشخاص: عثمان
المنظمات: الدولة العثمانية
التواريخ: عام 1299 م، عام 1517 م، عام 1922 م
النص: سلاطين الدولة العثمانية هم مجموعة من السلاطين الترك المسلمين السنة من آل عثمان حكموا إمبراطورية مترامية الأطراف امتدت أراضيها على ثلاث قارات ، وقد جمعوا بين الخلافة الإسلامية والسلطنة بداية من عام 1517 م ، ودام ملكهم من عام 1299 م إلى عام 1922 م

[Chunk 3]
الأشخاص: سليم الاول
المنظمات: الايوبية، الدولة العثمانية، السلطنة
الأماكن: الري، الشام، داني، والحج
التواريخ: 125، 3 ه، 8 ه
النص: الدولة المملوكية أو السلطنة المملوكية أو دولة المماليك أو سلطنة المماليك هي إحدى الدول الإسلامية التي قامت في مصر خلال أواخر العصر العباسي الثالث ، وامتدت حدودها لاحقا لتشمل الشام والحجاز ، ودام ملكها منذ سقوط الدولة الأيوبية سنة 648 ه الموافقة لسنة 1250 م ، حتى بلغت الدولة العثمانية ذروة قوتها وضم السلطان سليم الأول الديار الشامية والمصرية إلى دولته بعد هزيمة المماليك في معركة الريدانية سنة 923 ه الموافقة لسنة 1517 م .",لكم سنة بقت الدولة العثمانيه ؟,لما يقرب من 600 سنة,"دامت الخلافة العثمانية من عام 1299 م حتى عام 1923 م، أي ما يقرب من 600 سنة.",0.93,0.91,0.92
"[Chunk 1]
الأشخاص: صدام حسين المجيد التكريتي
المنظمات: بحزب البعث العربي الاشتراكي، جمهورية العراق، لحزب البعث العربي الاشتراكي، للقوات المسلحة العراقية، مكتب الامن القومي العراقي
الأماكن: البي
التواريخ: 1975، 1979، 28 ابريل 1937، 30 ديسمبر 2006، 9 ابريل، عام 1979 م، عام 2003 م
النص: صدام حسين المجيد التكريتي الذي ينتمي إلى عشيرة البيجات ( 28 أبريل 1937 – 30 ديسمبر 2006 ) رابع رئيس لجمهورية العراق والأمين القطري لحزب البعث العربي الاشتراكي والقائد الأعلى للقوات المسلحة العراقية في الفترة ما بين عام 1979 م وحتى 9 أبريل عام 2003 م ، ونائب رئيس جمهورية العراق عضو القيادة القطرية ورئيس مكتب الأمن القومي العراقي بحزب البعث العربي الاشتراكي بين 1975 و 1979.

[Chunk 2]
الأماكن: ايران
النص: ولد سنة 370 ه ( 980 م ) وتوفي في همدان ( في إيران حاليا ) سنة 427 ه ( 1037 م )

[Chunk 3]
المنظمات: الاتحاد الاوروبي، المجلس الاعلى للامن القومي، مجلس تشخيص مصلحة النظام، مركز البحوث الاستراتيجية
الأماكن: ايران
التواريخ: 12 نوفمبر 1948، عام 1989، عام 1991، عام 1992، عام 1999
النص: ولد في يوم 12 نوفمبر 1948 وكان قد شغل منصب عضو في مجلس الخبراء منذ عام 1999 ، وعضو في مجلس تشخيص مصلحة النظام في إيران منذ عام 1991 ، وعضو المجلس الأعلى للأمن القومي منذ عام 1989 ، ورئيس مركز البحوث الاستراتيجية منذ عام 1992 كما كان كبير المفاوضين على البرنامج النووي الإيراني مع الاتحاد الأوروبي",متى ولد صدام حسين المجيد التكريتي ومتى استشهد ؟,28 أبريل 1937 – 30 ديسمبر 2006,ولد صدام حسين المجيد التكريتي في 28 أبريل 1937 واستشهد في 30 ديسمبر 2006.,0.9,0.92,0.92
"[Chunk 1]
النص: الأزيتروميسين هو أزاليد ، نوع من أنواع الماكروليدات يعمل الأزيتروميسين عن طريق خفض إنتاج البروتين ، وبالتالي وقف نمو البكتيريا

[Chunk 2]
النص: الزلزال أو الهزة الأرضية هي ظاهرة طبيعية وهو عبارة عن اهتزاز او سلسلة من الاهتزازات الارتجاجية المتتالية لسطح الأرض ، والتي تنتج عن حركة الصفائح الصخرية في القشرة الأرضية ، ويسمى مركز الزلزال "" البؤرة "" ، يتبع ذلك بارتدادات تدعى أمواجا زلزالية ، وهذا يعود إلى تكسر الصخور وإزاحتها بسبب تراكم إجهادات داخلية نتيجة لمؤثرات جيولوجية ينجم عنها تحرك الصفائح الأرضية

[Chunk 3]
النص: الإيدز أو السيدا أو التنقصم ( نحت تناذر نقص المناعة المكتسبة ) أو متلازمة نقص المناعة المكتسبة ( بالإنجليزية AIDS",ما هو الأزاليد ؟,نوع من أنواع الماكروليدات,الأزاليد هو نوع من أنواع الماكروليدات.,0.88,0.93,0.92
"[Chunk 1]
الأشخاص: ميركل
المنظمات: الاتحاد الاوروبي، التاي، مجلة
التواريخ: كانون الاول 2015
النص: تم وصف ميركل على نطاق واسع "" بحاكم الأمر الواقع "" لزعامة الاتحاد الأوروبي سميت ميركل مرتين بواسطة "" مجلة فوربس "" ، وهو أعلى تصنيف من أي وقت مضى حققته امرأة في كانون الأول 2015 ، سميت ميركل من قبل "" مجلة التايم "" شخصية العام مع صورة على غلاف المجلة واصفة إياها "" كمستشارة للعالم الحر

[Chunk 2]
الأشخاص: ميركل
التواريخ: ايار 2016
النص: في أيار 2016 ، سميت ميركل أقوى امرأة في العالم برقم قياسي للمرة العاشرة من قبل "" فوربس ""

[Chunk 3]
المنظمات: تايم
التواريخ: القرن العشرين
النص: واختارته مجلة تايم واحدا من بين مائة شخصية تركت أكبر أثر في تاريخ البشرية في القرن العشرين",بماذا وصفت مجلة التايم ميركل ؟,كمستشارة للعالم الحر,"وصفتها مجلة التايم بـ ""مستشارة للعالم الحر"".",0.75,0.91,0.93
"[Chunk 1]
الأشخاص: المحقق، كونا
التواريخ: 12 يناير 2019، 8 ابريل 1996، عام 1996
النص: ومنذ بداية عرض المحقق كونان على التلفاز في عام 1996 ، عرض حتى الآن ما يقارب 31 حلقة خاصة ، كانت أول تلك الحلقات هي حلقة ( الحلقة 43 - اختطاف كونان إدوغاوا ) والتي عرضت بتاريخ 8 أبريل 1996 ، بينما آخره تلك الحلقات هي ( الحلقة 928 - رحلة المدرسة القرمزية ) والتي عرضت بتاريخ 12 يناير 2019

[Chunk 2]
الأشخاص: المحقق، كونا، ن ايدوجاوا
التواريخ: 12 يناير 2019، 8 ابريل 1996، عام 1996
النص: ومنذ بداية عرض المحقق كونان على التلفاز في عام 1996 ، عرض حتى الآن ما يقارب 31 حلقة خاصة ، كانت أول تلك الحلقات هي الحلقة 43 ( اختطاف كونان إيدوجاوا ) والتي عرضت بتاريخ 8 أبريل 1996 ، بينما آخره تلك الحلقات هي الحلقة 928 ( رحلة المدرسة القرمزية ) والتي عرضت بتاريخ 12 يناير 2019

[Chunk 3]
الأماكن: الولايات المتحدة الامريكية، وكندا
التواريخ: 20 يناير 2008، 29 سبتمبر ، 2013
النص: بدأ عرض المسلسل لأول مرة في 20 يناير 2008 في الولايات المتحدة الأمريكية وكندا على قناة AMC ، وقد عرضت الحلقة الأخيرة من المسلسل في 29 سبتمبر ، 2013",في أي تاريخ عرضت آخر حلقة خاصة من المحقق كونان ؟,12 يناير 2019,عرضت آخر حلقة خاصة من المحقق كونان بتاريخ 12 يناير 2019.,0.8,0.91,0.92
"[Chunk 1]
الأشخاص: فهد بن عبد العزيز ال سعود
المنظمات: لمجلس الشورى
الأماكن: المملكة
التواريخ: يوم 2781412 ه
النص: لقد رسخ الملك فهد بن عبد العزيز آل سعود دعائم الشورى في المملكة ، وجاء ذلك في خطابه التاريخي الذي ألقاه يوم 2781412 ه عن اقامة نظام جديد لمجلس الشورى بمثابة تحديث لما هو قائم وتطوير له ، عن طريق تعزيز أطر المجلس ووسائله وأساليبه من الكفاية والتنظيم والحيوية ، وبما يتناسب مع التطورات المتلاحقة التي شهدتها البلاد خلال الحقبة الأخيرة في مختلف المجالات ، وبما يواكب واقع العصر الذي نعيشه ، ويتلاءم مع أوضاعه ومعطياته .

[Chunk 2]
الأشخاص: فهد بن عبد العزيز
المنظمات: مجلس الشورى السعودي، هورية مصر
الأماكن: المملكة العربية السعودية
التواريخ: عام 1412
النص: وفي عام 1412 ه أطلق الملك فهد بن عبد العزيز نظام مجلس الشورى السعودي ، الذي من خلاله طور آلية عمل مجلس الشورى ، والذي يبلغ عدد أعضاءه حاليا 150 عضوا ، أغلبهم من حملة شهادات الدكتوراه والماجستير ، وحيث يبلغ حملة شهادة الدكتوراه ( 64 %) من مجموع الأعضاء ، والماجستير ( 14 %) والبكالوريوس ( 21 %) ، منهم ( 80 %) من حملة الماجستير والدكتوراه من جامعات غربية ، والبقية من المملكة العربية السعودية ، وجمهورية مصر العربية .

[Chunk 3]
الأشخاص: عبد العزيز، عبدالعزيز
المنظمات: لمجلس الشورى
التواريخ: 46 ه، عام 1345 ه
النص: أخذت الشورى في عهد الملك عبد العزيز عدة أشكال ، بدايتها المجالس الأهلية والهيئات الاستشارية ، والمستشارون لجلالته واللجان المتخصصة وأهل العلم والأعيان ورؤساء العشائر ، والقبائل ثم تلا ذلك أول تنظيم رسمي لمجلس الشورى في عهد الملك عبدالعزيز عام 1345 ه باسم المجلس الاستشاري الذي يتكون من أعضاء غير متفرغين ومع اتساع رقعة الدولة الأعباء والمهمات ، صدر الأمر الملكي الكريم رقم 37 في 911346 ه 1927 م بتشكيل أول مجلس للشورى يضم أعضاء متفرغين برئاسة النائب العام للملك وثمانية أعضاء آخرين",متى ألقى الملك فهد خطابه التاريخي الذي رسخ به دعائم الشورى ؟,2781412 ه,ألقى الملك فهد بن عبد العزيز آل سعود خطابه التاريخي الذي رسخ فيه دعائم الشورى يوم 2781412 ه.,0.92,0.92,0.91
"[Chunk 1]
الأماكن: المحيط الهادي، الهندي
النص: يحدها من الشرق المحيط الهادي ، ومن الجنوب المحيط الهندي ومن الشمال المحيط المتجمد الشمالي

[Chunk 2]
الأماكن: الجبل الاسود، الشمال الشرقي، الشمال الغربي، اليونان، هورية مقدونيا، والجنوب الشرقي
النص: يحدها من الشمال الغربي الجبل الأسود وكوسوفو إلى الشمال الشرقي وجمهورية مقدونيا إلى الشرق و اليونان من الجنوب والجنوب الشرقي

[Chunk 3]
الأماكن: التشيك، الدنمارك، المانيا، النمسا، اوروبا، بحر الشمال، بلجيكا، بولندا، ر البلطيق، سويسرا، فرنسا، لوكسمبورغ
النص: تقع ألمانيا في وسط أوروبا يحدها من الشمال بحر الشمال ، الدنمارك وبحر البلطيق ، ومن الجنوب النمسا ، سويسرا ، ومن الشرق بولندا ، التشيك ، ومن الغرب فرنسا ، لوكسمبورغ ، بلجيكا وهولندا تبلغ مساحة ألمانيا",ماذا يحد النمسا من الشرق ؟,المجر وسلوفاكيا,يحدها من الشرق ألمانيا.,0.94,0.92,0.31
"[Chunk 1]
المنظمات: الكلية العربية، بجامعة الازهر، تي الشريعة واللغة العربية، كلية اللغة العربية
الأماكن: بالرياض
التواريخ: 1 ه، 139، 1971 م، 1974 م، 1978، 4 ه، 8 ه
النص: كان يقرأ في الثقافة الدينية واللغة العربية والأدب معا ، وتردد عند إتمام الدراسة الثانوية بين كليتي الشريعة واللغة العربية بالرياض ، ثم آثر كلية اللغة العربية ، لأنها أميل إلى الانفتاح ، وتخرج منها سنة 1971 م الموافق ( 1391 ه ) بعد التخرج اشتغل بأعمال وظيفية ، وخلالها حصل على كل من الماجستير سنة 1394 ه ( 1974 م ) ، والدكتوراه سنة 1398 ه ( 1978 م ) من الكلية العربية بجامعة الأزهر في تخصص الأدب والنقد

[Chunk 2]
الأشخاص: بن سعود
المنظمات: المعهد العلمي، جامعة الامام محمد، كلية الشريعة واصول الدين
الأماكن: بالقصيم، بريدة
التواريخ: 15 / 4 / 1414 ه
النص: تخرج في كلية الشريعة وأصول الدين بالقصيم ، ثم عاد مدرسا في المعهد العلمي في بريدة لفترة من الزمن ، ثم معيدا في الكلية ثم محاضرا ، وعمل أستاذا في كلية الشريعة وأصول الدين بالقصيم لبضع سنوات ، قبل أن يعفى من مهامه التدريسية في جامعة الإمام محمد بن سعود وذلك في 15 / 4 / 1414 ه وذلك بعد إيقافه عن العمل الجامعي لأسباب سياسية سعودية .

[Chunk 3]
المنظمات: بكلية الشريعة، لجامعة الامام محمد بن سعود الاسلامية
الأماكن: القصيم
النص: بعد ذلك التحق بكلية الشريعة التابعة لجامعة الإمام محمد بن سعود الإسلامية فرع القصيم وحصل منها على البكالوريوس",لماذا آثر الحامد الدراسة في كلة الغة العربية بدلا من كلية الشريعة ؟,لأنها أميل إلى الانفتاح,آثر الحامد الدراسة في كلية اللغة العربية لأنها كانت أكثر انفتاحًا مقارنة بكلية الشريعة.,0.8,0.92,0.91
"[Chunk 1]
الأشخاص: وجين
الأماكن: اولا، جبل بوخان خلدون، ري اونون، غوليا، ن باتور، ولين، وون بولدوغ
النص: ولد تيموجين ما بين عامي 1155 و 1162 في منطقة ديلوون بولدوغ بالقرب من جبل بوخان خلدون ونهري أونون و كيرولين في مايسمى الآن بمنغوليا وهي ليست بعيدة عن العاصمة أولان باتور

[Chunk 2]
الأشخاص: وجين
النص: ويذكر كتاب التاريخ السري للمغول أن تيموجين ولد وبقبضته كتلة دم متجبأم ، وهي علامة تقليدية تدل على أن قدره أن يصبح قائدا عظيما

[Chunk 3]
الأماكن: البصر، القصيم، بريدة
التواريخ: الثمان، جمادى الاولى 1376 ه، ينيات والتسعينيات
النص: ولد في جمادى الأولى 1376 ه في قرية البصر الصغيرة الواقعة غرب مدينة بريدة في منطقة القصيم ، حاصل على ماجستير في السنة في موضوع "" الغربة وأحكامها "" ، ودكتوراه في السنة في شرح بلوغ المرام / كتاب الطهارة ) ، كان من أبرز ما كان يطلق عليهم مشايخ الصحوة في الثمانينيات والتسعينيات",في أي منطقة ولد تيموجن ؟,ديلوون بولدوغ,"ولد تيموجين في منطقة ديلوون بولدوغ بالقرب من جبل بوخان خلدون ونهري أونون وكيرولين، في ما يعرف الآن بمنغوليا.",0.8,0.91,0.92
